06/26/2019
11:05:10 AM

Insert channel info here... 
Insert channel info here... 
Insert channel info here... 
Insert channel info here... 
Insert channel info here... 
Insert channel info here... 
Insert channel info here... 
Insert channel info here... 

Time		   v0		   v1		   v2		   v3		   v4		   v5		   v6		   v7		   y0		   y1		   y2		   y3		   y4		   y5		   y6		   y7 
0.000000	0.428864	0.502934	0.314447	0.259648	0.406583	0.185578	0.281327	0.310232
0.005000	0.206655	0.001909	0.205450	0.187384	0.241582	0.166308	0.200030	0.212677
0.010000	0.222312	0.001909	0.208461	0.185578	0.242786	0.166910	0.202439	0.212074
0.015000	0.223516	0.001909	0.209063	0.186782	0.242786	0.166910	0.201837	0.211472
0.020000	0.223516	0.001909	0.209063	0.186782	0.242184	0.166308	0.202439	0.212677
0.025000	0.222312	0.001909	0.207257	0.185578	0.242184	0.165705	0.201837	0.211472
0.030000	0.222312	0.001909	0.209063	0.186180	0.241582	0.167512	0.201837	0.212074
0.035000	0.224118	0.001909	0.209063	0.187384	0.242184	0.166910	0.201837	0.212074
0.040000	0.222914	1.195456	0.256034	0.187384	0.247604	0.166308	0.202439	0.210870
0.045000	0.256034	2.466083	0.253023	0.186180	0.248206	0.166308	0.201837	0.211472
0.050000	0.225323	1.580257	0.205450	0.185578	0.242184	0.166910	0.202439	0.211472
0.055000	0.203644	0.001909	0.208461	0.186180	0.241582	0.165705	0.201837	0.211472
0.060000	0.222312	0.001909	0.207257	0.185578	0.241582	0.166308	0.201837	0.211472
0.065000	0.223516	0.001909	0.208461	0.186180	0.242786	0.166910	0.202439	0.212074
0.070000	0.223516	0.001909	0.209063	0.186180	0.242184	0.166910	0.202439	0.211472
0.075000	0.222914	0.001909	0.207257	0.185578	0.240980	0.166308	0.201837	0.210870
0.080000	0.222312	0.001909	0.208461	0.186180	0.242184	0.166308	0.202439	0.212074
0.085000	0.223516	0.001909	0.209063	0.186782	0.242786	0.166308	0.202439	0.211472
0.090000	0.222914	0.156070	0.256034	0.187987	0.247604	0.166308	0.201235	0.210870
0.095000	0.255432	2.466083	0.253626	0.186180	0.247002	0.166308	0.201837	0.211472
0.100000	0.225323	2.466083	0.251217	0.186180	0.242786	0.166910	0.202439	0.212074
0.105000	0.201235	0.001909	0.208461	0.186782	0.241582	0.166910	0.201837	0.211472
0.110000	0.222312	0.001909	0.207257	0.185578	0.242786	0.165705	0.201837	0.211472
0.115000	0.223516	0.001909	0.209063	0.186782	0.242184	0.166308	0.202439	0.212074
0.120000	0.223516	0.001909	0.209063	0.186782	0.241582	0.166308	0.201837	0.210870
0.125000	0.222312	0.001909	0.207257	0.185578	0.241582	0.166308	0.201837	0.210870
0.130000	0.222312	0.001909	0.208461	0.186180	0.242786	0.166910	0.201837	0.212074
0.135000	0.223516	0.001909	0.209063	0.186782	0.242786	0.166910	0.202439	0.212074
0.140000	0.222312	0.001909	0.211472	0.188589	0.248206	0.166308	0.202439	0.211472
0.145000	0.256034	2.466083	0.252421	0.186180	0.247604	0.166308	0.201235	0.210870
0.150000	0.225323	2.466083	0.251819	0.185578	0.242786	0.166910	0.202439	0.211472
0.155000	0.198826	0.001909	0.208461	0.186180	0.241582	0.166308	0.201837	0.212074
0.160000	0.221709	0.001909	0.207257	0.185578	0.242184	0.166308	0.201837	0.210870
0.165000	0.223516	0.001909	0.209063	0.186782	0.242184	0.166910	0.202439	0.212074
0.170000	0.223516	0.001909	0.209063	0.186782	0.241582	0.167512	0.201837	0.211472
0.175000	0.222312	0.001909	0.207257	0.185578	0.241582	0.165705	0.201837	0.211472
0.180000	0.222914	0.001909	0.208461	0.186180	0.242184	0.166910	0.202439	0.211472
0.185000	0.222914	0.001909	0.209666	0.187384	0.242184	0.166910	0.201837	0.211472
0.190000	0.222312	0.001909	0.210268	0.188589	0.247604	0.165705	0.201837	0.210870
0.195000	0.255432	2.466083	0.253023	0.185578	0.247604	0.166308	0.202439	0.211472
0.200000	0.225323	2.466083	0.253023	0.184976	0.242786	0.167512	0.202439	0.211472
0.205000	0.196417	0.001909	0.207257	0.186180	0.241582	0.166308	0.201837	0.211472
0.210000	0.222312	0.001909	0.207859	0.184976	0.242184	0.166308	0.201837	0.210870
0.215000	0.222914	0.001909	0.209063	0.186782	0.242184	0.166910	0.202439	0.211472
0.220000	0.223516	0.001909	0.208461	0.186782	0.242184	0.166308	0.201837	0.211472
0.225000	0.222312	0.001909	0.207257	0.185578	0.241582	0.165705	0.201837	0.211472
0.230000	0.222312	0.001909	0.208461	0.185578	0.241582	0.166308	0.202439	0.212074
0.235000	0.223516	0.001909	0.209063	0.187384	0.242184	0.166308	0.201837	0.212074
0.240000	0.222312	0.001909	0.207859	0.187987	0.248206	0.166308	0.201837	0.211472
0.245000	0.256637	2.466083	0.254830	0.186180	0.248206	0.166308	0.201837	0.211472
0.250000	0.224720	2.466083	0.254830	0.185578	0.242184	0.166308	0.202439	0.212074
0.255000	0.194611	0.001909	0.206052	0.186782	0.242786	0.165705	0.201837	0.210870
0.260000	0.221709	0.001909	0.207257	0.185578	0.242184	0.166308	0.202439	0.211472
0.265000	0.222914	0.001909	0.209063	0.187384	0.242184	0.166910	0.201837	0.212074
0.270000	0.223516	0.001909	0.208461	0.186782	0.242184	0.166308	0.201837	0.211472
0.275000	0.222914	0.001909	0.207859	0.185578	0.241582	0.166308	0.201837	0.210870
0.280000	0.222914	0.002511	0.208461	0.186782	0.242184	0.166910	0.202439	0.212074
0.285000	0.223516	0.001909	0.209063	0.186782	0.242184	0.166910	0.202439	0.212074
0.290000	0.222914	0.001909	0.207859	0.187987	0.247604	0.166308	0.201837	0.211472
0.295000	0.256034	2.466083	0.255432	0.185578	0.247604	0.165705	0.201837	0.211472
0.300000	0.225925	2.466083	0.254228	0.184976	0.243388	0.166910	0.203041	0.211472
